Company Name,Industry,Symbol,Series
DHANLAXMI CROP SCIENCE LIMITED,,DHANLAXMI,SM
DHANUKA AGRITECH LIMITED,,DHANUKA,EQ
DHARA RAIL PROJECTS LIMITED,,DHARARAIL,SM
DHARMAJ CROP GUARD LIMITED,,DHARMAJ,EQ
DHUNSERI INVESTMENTS LIMITED,,DHUNINV,EQ
DIAMINES & CHEMICALS LIMITED,,DIAMINESQ,EQ
PRATAAP SNACKS LIMITED,,DIAMONDYD,EQ
DIC INDIA LIMITED,,DICIND,EQ
DIFFUSION ENGINEERS LIMITED,,DIFFNKG,EQ
DIGIDRIVE DISTRIBUTORS LIMITED,,DIGIDRIVE,EQ
DIGIKORE STUDIOS LIMITED,,DIGIKORE,SM
DIGITIDE SOLUTIONS LIMITED,,DIGITIDE,EQ
DIGJAM LIMITED,,DIGJAMLMTD,EQ
DISA INDIA LIMITED,,DISAQ,EQ
DIVGI TORQTRANSFER SYSTEMS LIMITED,,DIVGIITTS,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET BSE 500 DIVIDEND LEADERS 50 ETF,,DIVIDEND,EQ
NIPPON INDIA ETF NIFTY DIVIDEND OPPORTUNITIES 50,,DIVOPPBEES,EQ
D.K. ENTERPRISES GLOBAL LIMITED,,DKEGL,SM
D-LINK (INDIA) LIMITED,,DLINKINDIA,EQ
DMCC SPECIALITY CHEMICALS LIMITED,,DMCC,EQ
DILIGENT MEDIA CORPORATION LIMITED,,DNAMEDIA,EQ
DODLA DAIRY LIMITED,,DODLA,EQ
DOLAT ALGOTECH LIMITED,,DOLATALGO,EQ
DOLLAR INDUSTRIES LIMITED,,DOLLAR,EQ
DOLLEX AGROTECH LIMITED,,DOLLEX,SM
DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,,DOLPHIN,EQ
DOMS INDUSTRIES LIMITED,,DOMS,EQ
DONEAR INDUSTRIES LIMITED,,DONEAR,EQ
D. P. ABHUSHAN LIMITED,,DPABHUSHAN,EQ
DPSC LIMITED,,DPSCLTD,EQ
D P WIRES LIMITED,,DPWIRES,EQ
DR AGARWALS EYE HOSPITAL LIMITED,,DRAGARWQ,EQ
DRC SYSTEMS INDIA LIMITED,,DRCSYSTEMS,EQ
DREAMFOLKS SERVICES LIMITED,,DREAMFOLKS,EQ
DREDGING CORPORATION OF INDIA LIMITED,,DREDGECORP,EQ
DYNACONS SYSTEMS & SOLUTIONS LIMITED,,DSSL,EQ
DHUNSERI TEA & INDUSTRIES LIMITED,,DTIL,EQ
DIENSTEN TECH LIMITED,,DTL,SM
DUCOL ORGANICS AND COLOURS LIMITED,,DUCOL,SM
DHUNSERI VENTURES LIMITED,,DVL,EQ
DWARIKESH SUGAR INDUSTRIES LIMITED,,DWARKESH,EQ
DYNAMIC CABLES LIMITED,,DYCL,EQ
DYNAMATIC TECHNOLOGIES LIMITED,,DYNAMATECH,EQ
DYNAMIC SERVICES & SECURITY LIMITED,,DYNAMIC,SM
DYNEMIC PRODUCTS LIMITED,,DYNPRO,EQ
E TO E TRANSPORTATION INFRASTRUCTURE LIMITED,,E2ERAIL,SM
EASY TRIP PLANNERS LIMITED,,EASEMYTRIP,EQ
EDELWEISS MUTUAL FUND - EDELWEISS NIFTY BANK ETF,,EBANKNIFTY,EQ
EDELWEISS MUTUAL FUND - BHARAT BOND  ETF - APRIL 2030,,EBBETF0430,EQ
EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2031,,EBBETF0431,EQ
EDELWEISS MUTUAL FUND - BHARAT BOND ETF-APRIL 2033,,EBBETF0433,EQ
EDELWEISS MUTUAL FUND - EDELWEISS BSE CAPITAL MARKETS & INSURANCE ETF,,ECAPINSURE,EQ
ECLERX SERVICES LIMITED,,ECLERX,EQ
ECOLINE EXIM LIMITED,,ECOLINE,SM
ECOS (INDIA) MOBILITY & HOSPITALITY LIMITED,,ECOSMOBLTY,EQ
EDELWEISS FINANCIAL SERVICES LIMITED,,EDELWEISS,EQ
EPPELTONE ENGINEERS LIMITED,,EEPL,SM
E FACTOR EXPERIENCES LIMITED,,EFACTOR,SM
EFC (I) LIMITED,,EFCIL,EQ
EFFWA INFRA & RESEARCH LIMITED,,EFFWA,SM
EDELWEISS MUTUAL FUND -EDELWEISS GOLD ETF,,EGOLD,EQ
EID PARRY INDIA LIMITED,,EIDPARRY,EQ
ENVIRO INFRA ENGINEERS LIMITED,,EIEL,EQ
EURO INDIA FRESH FOODS LIMITED,,EIFFL,EQ
EIH ASSOCIATED HOTELS LIMITED,,EIHAHOTELS,EQ
EIH LIMITED,,EIHOTEL,EQ
EIMCO ELECON (INDIA) LIMITED,,EIMCOELECO,EQ
EVEREST KANTO CYLINDER LIMITED,,EKC,EQ
ELANTAS BECK INDIA LIMITED,,ELANTAS,EQ
ELCID INVESTMENTS LIMITED,,ELCIDIN,EQ
ELDECO HOUSING AND INDUSTRIES LIMITED,,ELDEHSG,EQ
ELECON ENGINEERING COMPANY LIMITED,,ELECON,EQ
ELECTROSTEEL CASTINGS LIMITED,,ELECTCAST,EQ
ELECTROSTEEL CASTINGS LIMITED,,ELECTCAST,W1
ELECTROTHERM (INDIA) LIMITED,,ELECTHERM,EQ
ELGI EQUIPMENTS LIMITED,,ELGIEQUIP,EQ
ELGI RUBBER COMPANY LIMITED,,ELGIRUBCO,EQ
ELIN ELECTRONICS LIMITED,,ELIN,EQ
EDELWEISS MUTUAL FUND - EDELWEISS NIFTY LARGEMIDCAP 250 ETF,,ELM250,EQ
ELPRO INTERNATIONAL LIMITED,,ELPROINTL,EQ
EMAMI LIMITED,,EMAMILTD,EQ
EMAMI PAPER MILLS LIMITED,,EMAMIPAP,EQ
EMA PARTNERS INDIA LIMITED,,EMAPARTNER,SM
EMBASSY OFFICE PARKS REIT,,EMBASSY,RR
ELECTRONICS MART INDIA LIMITED,,EMIL,EQ
EMKAY GLOBAL FINANCIAL SERVICES LIMITED,,EMKAY,EQ
EMKAY TAPS AND CUTTING TOOLS LIMITED,,EMKAYTOOLS,SM
EMMBI INDUSTRIES LIMITED,,EMMBI,EQ
ENERGY MISSION MACHINERIES (INDIA) LIMITED,,EMMIL,SM
EMS LIMITED,,EMSLIMITED,EQ
EMUDHRA LIMITED,,EMUDHRA,EQ
EDELWEISS MF - EDELWEISS NIFTY500 MULTICAP MOMENTUM QUALITY 50 ETF,,EMULTIMQ,EQ
ENCOMPASS DESIGN INDIA LIMITED,,ENCOMPAS,SM
ENDURANCE TECHNOLOGIES LIMITED,,ENDURANCE,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY ENERGY ETF,,ENERGY,EQ
ENFUSE SOLUTIONS LIMITED,,ENFUSE,SM
ENGINEERS INDIA LIMITED,,ENGINERSIN,EQ
EDELWEISS MUTUAL FUND - EDELWEISS NIFTY 50 ETF,,ENIFTY,EQ
ENTERTAINMENT NETWORK (INDIA) LIMITED,,ENIL,EQ
SIEMENS ENERGY INDIA LIMITED,,ENRIN,EQ
ENTERO HEALTHCARE SOLUTIONS LIMITED,,ENTERO,EQ
ENVIROTECH SYSTEMS LIMITED,,ENVIRO,SM
EPACK DURABLE LIMITED,,EPACK,EQ
EPACK PREFAB TECHNOLOGIES LIMITED,,EPACKPEB,EQ
EPIGRAL LIMITED,,EPIGRAL,EQ
EPL LIMITED,,EPL,EQ
EPW INDIA LIMITED,,EPWINDIA,SM
MIRAE ASSET MUTUAL FUND - MIRAE ASSET BSE 200 EQUAL WEIGHT ETF,,EQUAL200,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY50 EQUAL WEIGHT ETF,,EQUAL50,EQ
DSP  MUTUAL FUND - DSP NIFTY 50 EQUAL WEIGHT ETF,,EQUAL50ADD,EQ
EQUITAS SMALL FINANCE BANK LIMITED,,EQUITASBNK,EQ
ERIS LIFESCIENCES LIMITED,,ERIS,EQ
ESAB INDIA LIMITED,,ESABINDIA,EQ
ESAF SMALL FINANCE BANK LIMITED,,ESAFSFB,EQ
ESCORTS KUBOTA LIMITED,,ESCORTS,EQ
EDELWEISS MUTUAL FUND - EDELWEISS BSE SENSEX ETF,,ESENSEX,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 ESG SECTOR LEADERS ETF,,ESG,EQ
EDELWEISS MUTUAL FUND - EDELWEISS SILVER ETF,,ESILVER,EQ
ESPRIT STONES LIMITED,,ESPRIT,SM
ESSAR SHIPPING LIMITED,,ESSARSHPNG,EQ
INTEGRA ESSENTIA LIMITED,,ESSENTIA,EQ
ESTER INDUSTRIES LIMITED,,ESTER,EQ
ETHOS LIMITED,,ETHOSLTD,EQ
EMKAY TOOLS LIMITED,,ETL,SM
EMERALD TYRE MANUFACTURERS LIMITED,,ETML,SM
EUREKA FORBES LIMITED,,EUREKAFORB,EQ
EURO PANEL PRODUCTS LIMITED,,EUROBOND,EQ
EURO PRATIK SALES LIMITED,,EUROPRATIK,EQ
EVEREADY INDUSTRIES INDIA LIMITED,,EVEREADY,EQ
EVEREST INDUSTRIES LIMITED,,EVERESTIND,EQ
ICICI PRUDENTIAL MF-ICICI PRUDENTIAL NIFTY EV & NEW AGE AUTOMOTIVE ETF,,EVIETF,EQ
MIRAE ASSET MF - MIRAE ASSET NIFTY EV AND NEW AGE AUTOMOTIVE ETF,,EVINDIA,EQ
EXCEL INDUSTRIES LIMITED,,EXCELINDUS,EQ
EXCELSOFT TECHNOLOGIES LIMITED,,EXCELSOFT,EQ
EXICOM TELE-SYSTEMS LIMITED,,EXICOM,EQ
EXIM ROUTES LIMITED,,EXIMROUTES,SM
EXPLEO SOLUTIONS LIMITED,,EXPLEOSOL,EQ
FABTECH TECHNOLOGIES LIMITED,,FABTECH,EQ
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,,FACT,EQ
FAIRCHEM ORGANICS LIMITED,,FAIRCHEMOR,EQ
FINEOTEX CHEMICAL LIMITED,,FCL,EQ
FDC LIMITED,,FDC,EQ
FEDDERS HOLDING LIMITEDFEDDERS HOLDING LIMITED,,FEDDERSHOL,EQ
FEDBANK FINANCIAL SERVICES LIMITED,,FEDFINA,EQ
FELIX INDUSTRIES LIMITED,,FELIX,SM
FERMENTA BIOTECH LIMITED,,FERMENTA,EQ
FIDEL SOFTECH LIMITED,,FIDEL,SM
FIEM INDUSTRIES LIMITED,,FIEMIND,EQ
FILATEX INDIA LIMITED,,FILATEX,EQ
FINOLEX CABLES LIMITED,,FINCABLES,EQ
FINE ORGANIC INDUSTRIES LIMITED,,FINEORG,EQ
ICICI PRUDENTIAL MUTUAL FUND - ICICI PRU NIFTY FIN SER EX-BANK ETF,,FINIETF,EQ
FINKURVE FINANCIAL SERVICES LIMITED,,FINKURVE,EQ
FINOLEX INDUSTRIES LIMITED,,FINPIPE,EQ
BRAINBEES SOLUTIONS LIMITED,,FIRSTCRY,EQ
FIVE-STAR BUSINESS FINANCE LIMITED,,FIVESTAR,EQ
DSP MUTUAL FUND - DSP NIFTY500 FLEXICAP QUALITY 30 ETF,,FLEXIADD,EQ
GUJARAT FLUOROCHEMICALS LIMITED,,FLUOROCHEM,EQ
FLYSBS AVIATION LIMITED,,FLYSBS,SM
ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY FMCG ETF,,FMCGIETF,EQ
FEDERAL-MOGUL GOETZE (INDIA) LIMITED.,,FMGOETZE,EQ
FOCUS LIGHTING AND FIXTURES LIMITED,,FOCUS,EQ
FONEBOX RETAIL LIMITED,,FONEBOX,SM
FOODS & INNS LIMITED,,FOODSIN,EQ
FORCAS STUDIO LIMITED,,FORCAS,SM
FOSECO INDIA LIMITED,,FOSECOIND,EQ
FRACTAL ANALYTICS LIMITED,,FRACTAL,EQ
FROG INNOVATIONS LIMITED,,FROG,SM
FRONTIER SPRINGS LIMITED,,FRONTSP,EQ
FIRSTSOURCE SOLUTIONS LIMITED,,FSL,EQ
FUSION FINANCE LIMITED,,FUSION,EQ
FLYWINGS SIMULATOR TRAINING CENTRE LIMITED,,FWSTC,SM
GABRIEL INDIA LIMITED,,GABRIEL,EQ
GUJARAT AMBUJA EXPORTS LIMITED,,GAEL,EQ
GAJANAND INTERNATIONAL LIMITED,,GAJANAND,SM
GALA PRECISION ENGINEERING LIMITED,,GALAPREC,EQ
GALAXY SURFACTANTS LIMITED,,GALAXYSURF,EQ
GANDHAR OIL REFINERY (INDIA) LIMITED,,GANDHAR,EQ
GANDHI SPECIAL TUBES LIMITED,,GANDHITUBE,EQ
GANESH BENZOPLAST LIMITED,,GANESHBE,EQ
GANESH CONSUMER PRODUCTS LIMITED,,GANESHCP,EQ
GANESH HOUSING LIMITED,,GANESHHOU,EQ
GANGA FORGING LIMITED,,GANGAFORGE,EQ
GANGES SECURITIES LIMITED,,GANGESSECU,EQ
GARWARE TECHNICAL FIBRES LIMITED,,GARFIBRES,EQ
GARUDA CONSTRUCTION AND ENGINEERING LIMITED,,GARUDA,EQ
GACM TECHNOLOGIES LIMITED,,GATECH,EQ
GACM TECHNOLOGIES LIMITED,,GATECHDVR,EQ
GATEWAY DISTRIPARKS LIMITED,,GATEWAY,EQ
GRAND CONTINENT HOTELS LIMITED,,GCHOTELS,SM
GEECEE VENTURES LIMITED,,GEECEE,EQ
GEEKAY WIRES LIMITED,,GEEKAYWIRE,EQ
GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,,GENCON,EQ
GENESYS INTERNATIONAL CORPORATION LIMITED,,GENESYS,EQ
GENUS PAPER & BOARDS LIMITED,,GENUSPAPER,EQ
GENUS POWER INFRASTRUCTURES LIMITED,,GENUSPOWER,EQ
GEOJIT FINANCIAL SERVICES LIMITED,,GEOJITFSL,EQ
THE GREAT EASTERN SHIPPING COMPANY LIMITED,,GESHIP,EQ
GFL LIMITED,,GFLLIMITED,EQ
GANESH GREEN BHARAT LIMITED,,GGBL,SM
GHCL LIMITED,,GHCL,EQ
GHCL TEXTILES LIMITED,,GHCLTEXTIL,EQ
GIC HOUSING FINANCE LIMITED,,GICHSGFIN,EQ
GLOBE INTERNATIONAL CARRIERS LIMITED,,GICL,EQ
GENERAL INSURANCE CORPORATION OF INDIA,,GICRE,EQ
GILLANDERS ARBUTHNOT & COMPANY LIMITED,,GILLANDERS,EQ
GILLETTE INDIA LIMITED,,GILLETTE,EQ
GINNI FILAMENTS LIMITED,,GINNIFILA,EQ
GUJARAT INDUSTRIES POWER COMPANY LIMITED,,GIPCL,EQ
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,,GKSL,EQ
GKW LIMITED,,GKWLIMITED,EQ
GLAND PHARMA LIMITED,,GLAND,EQ
GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,,GLAXO,EQ
GLOBAL EDUCATION LIMITED,,GLOBAL,EQ
GLOBAL PET INDUSTRIES LIMITED,,GLOBALPET,SM
GLOBAL VECTRA HELICORP LIMITED,,GLOBALVECT,EQ
GLOBE ENTERPRISES (INDIA) LIMITED,,GLOBE,EQ
GLOBUS SPIRITS LIMITED,,GLOBUSSPR,EQ
GLOSTER LIMITED,,GLOSTERLTD,EQ
GLOTTIS LIMITED,,GLOTTIS,EQ
GM BREWERIES LIMITED,,GMBREW,EQ
GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,,GMDCLTD,EQ
GMM PFAUDLER LIMITED,,GMMPFAUDLR,EQ
GMR POWER AND URBAN INFRA LIMITED,,GMRP&UI,EQ
GNA AXLES LIMITED,,GNA,EQ
GUJARAT NARMADA VALLEY FERTILIZERS AND CHEMICALS LIMITED,,GNFC,EQ
GOA CARBON LIMITED,,GOACARBON,EQ
GOCL CORPORATION LIMITED,,GOCLCORP,EQ
GO FASHION (INDIA) LIMITED,,GOCOLORS,EQ
GODAVARI BIOREFINERIES LIMITED,,GODAVARIB,EQ
GO DIGIT GENERAL INSURANCE LIMITED,,GODIGIT,EQ
GODREJ AGROVET LIMITED,,GODREJAGRO,EQ
GODREJ INDUSTRIES LIMITED,,GODREJIND,EQ
GOKALDAS EXPORTS LIMITED,,GOKEX,EQ
GOKUL REFOILS AND SOLVENT LIMITED,,GOKUL,EQ
GOKUL AGRO RESOURCES LIMITED,,GOKULAGRO,EQ
KOTAK MUTUAL FUND - GOLD EXCHANGE TRADED FUND,,GOLD1,EQ
360 ONE MUTUAL FUND - 360 ONE GOLD ETF,,GOLD360,EQ
DSP MUTUAL FUND - DSP GOLD ETF,,GOLDADD,EQ
NIPPON INDIA ETF GOLD BEES,,GOLDBEES,EQ
UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND,,GOLDBETA,EQ
BANDHAN MUTUAL FUND - BANDHAN GOLD ETF,,GOLDBND,EQ
ZERODHA FUND HOUSE - ZERODHA GOLD ETF,,GOLDCASE,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET GOLD ETF,,GOLDETF,EQ
GOLDIAM INTERNATIONAL LIMITED,,GOLDIAM,EQ
ICICI PRUDENTIAL GOLD ETF,,GOLDIETF,EQ
AION-TECH SOLUTIONS LIMITED,,GOLDTECH,EQ
GOODLUCK INDIA LIMITED,,GOODLUCK,EQ
GOODYEAR INDIA LIMITED,,GOODYEAR,EQ
GOYAL SALT LIMITED,,GOYALSALT,SM
GP ECO SOLUTIONS INDIA LIMITED,,GPECO,SM
GODAWARI POWER AND ISPAT LIMITED,,GPIL,EQ
GUJARAT PIPAVAV PORT LIMITED,,GPPL,EQ
GPT HEALTHCARE LIMITED,,GPTHEALTH,EQ
GPT INFRAPROJECTS LIMITED,,GPTINFRA,EQ
GRANULES INDIA LIMITED,,GRANULES,EQ
GRAPHITE INDIA LIMITED,,GRAPHITE,EQ
GRAUER & WEIL (INDIA) LIMITED,,GRAUWEIL,EQ
GRAVISS HOSPITALITY LIMITED,,GRAVISSHO,EQ
GRAVITA INDIA LIMITED,,GRAVITA,EQ
GREAVES COTTON LIMITED,,GREAVESCOT,EQ
GREENLAM INDUSTRIES LIMITED,,GREENLAM,EQ
GREENPANEL INDUSTRIES LIMITED,,GREENPANEL,EQ
GREENPLY INDUSTRIES LIMITED,,GREENPLY,EQ
ORIENT GREEN POWER COMPANY LIMITED,,GREENPOWER,EQ
GRINDWELL NORTON LIMITED,,GRINDWELL,EQ
G R INFRAPROJECTS LIMITED,,GRINFRA,EQ
GRM OVERSEAS LIMITED,,GRMOVER,EQ
THE GROB TEA COMPANY LIMITED,,GROBTEA,EQ
BILLIONBRAINS GARAGE VENTURES LIMITED,,GROWW,EQ
GROWW MUTUAL FUND - GROWW NIFTY CAPITAL MARKETS ETF,,GROWWCAPM,EQ
GROWW MUTUAL FUND - GROWW NIFTY CHEMICALS ETF,,GROWWCHEM,EQ
GROWW MUTUAL FUND - GROWW NIFTY INDIA DEFENCE ETF,,GROWWDEFNC,EQ
GROWW MUTUAL FUND - GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF,,GROWWEV,EQ
GROWW MUTUAL FUND - GROWW GOLD ETF,,GROWWGOLD,EQ
GROWW MUTUAL FUND - GROWW BSE HOSPITALS ETF,,GROWWHOSPI,EQ
GROWW MUTUAL FUND - GROWW NIFTY 500 LOW VOLATILITY 50 ETF,,GROWWLOVOL,EQ
GROWW MUTUAL FUND - GROWW NIFTY MIDCAP 150 ETF,,GROWWMC150,EQ
GROWW MUTUAL FUND - GROWW NIFTY METAL ETF,,GROWWMETAL,EQ
GROWW MUTUAL FUND - GROWW NIFTY 500 MOMENTUM 50 ETF,,GROWWMOM50,EQ
GROWW MUTUAL FUND - GROWW NIFTY 200 ETF,,GROWWN200,EQ
GROWW MUTUAL FUND - GROWW NIFTY INDIA INTERNET ETF,,GROWWNET,EQ
GROWW MUTUAL FUND - GROWW NIFTY 50 ETF,,GROWWNIFTY,EQ
GROWW MUTUAL FUND - GROWW NIFTY NEXT 50 ETF,,GROWWNXT50,EQ
GROWW MUTUAL FUND - GROWW BSE POWER ETF,,GROWWPOWER,EQ
GROWW MUTUAL FUND - GROWW NIFTY PSE ETF,,GROWWPSE,EQ
GROWW MUTUAL FUND - GROWW NIFTY PSU BANK ETF,,GROWWPSUBK,EQ
GROWW MUTUAL FUND - GROWW NIFTY INDIA RAILWAYS PSU ETF,,GROWWRAIL,EQ
GROWW MUTUAL FUND - GROWW NIFTY REALTY ETF,,GROWWRLTY,EQ
GROWW MUTUAL FUND - GROWW NIFTY SMALLCAP 250 ETF,,GROWWSC250,EQ
GROWW MUTUAL FUND - GROWW SILVER ETF,,GROWWSLVR,EQ
GRP LIMITED,,GRPLTD,EQ
GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,,GRSE,EQ
GARWARE HI-TECH FILMS LIMITED,,GRWRHITECH,EQ
ADITYABIRLASUNLIFEMF - ADITYA BIRLA SUN LIFE CRISIL 10 YEAR GILT ETF,,GSEC10ABSL,EQ
GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,,GSFC,EQ
GSM FOILS LIMITED,,GSMFOILS,SM
GSP CROP SCIENCE LIMITED,,GSPCROP,EQ
GUJARAT STATE PETRONET LIMITED,,GSPL,EQ
G-TEC JAINX EDUCATION LIMITED,,GTECJAINX,EQ
GTL INFRASTRUCTURE LIMITED,,GTLINFRA,EQ
GTPL HATHWAY LIMITED,,GTPL,EQ
GUFIC BIOSCIENCES LIMITED,,GUFICBIO,EQ
GUJARAT APOLLO INDUSTRIES LIMITED,,GUJAPOLLO,EQ
GUJARAT GAS LIMITED,,GUJGASLTD,EQ
GUJARAT THEMIS BIOSYN LIMITED,,GUJTHEM,EQ
GULF OIL LUBRICANTS INDIA LIMITED,,GULFOILLUB,EQ
GP PETROLEUMS LIMITED,,GULFPETRO,EQ
GULSHAN POLYOLS LIMITED,,GULPOLY,EQ
GVP INFOTECH LIMITED,,GVPTECH,EQ
GVP INFOTECH LIMITED,,GVPTECHPP,E1
GE VERNOVA T&D INDIA LIMITED,,GVT&D,EQ
HALDYN GLASS LIMITED,,HALDYNGL,EQ
HAPPIEST MINDS TECHNOLOGIES LIMITED,,HAPPSTMNDS,EQ
HARDWYN INDIA LIMITED,,HARDWYN,EQ
HARIOM PIPE INDUSTRIES LIMITED,,HARIOMPIPE,EQ
HARRISONS  MALAYALAM LIMITED,,HARRMALAYA,EQ
HARSHA ENGINEERS INTERNATIONAL LIMITED,,HARSHA,EQ
HATHWAY CABLE & DATACOM LIMITED,,HATHWAY,EQ
HATSUN AGRO PRODUCT LIMITED,,HATSUN,EQ
HAWKINS COOKERS LIMITED,,HAWKINCOOK,EQ
HB ESTATE DEVELOPERS LIMITED,,HBESD,EQ
HBL ENGINEERING LIMITED,,HBLENGINE,EQ
HINDUSTAN CONSTRUCTION COMPANY LIMITED,,HCC,EQ
HEALTHCARE GLOBAL ENTERPRISES LIMITED,,HCG,EQ
HCL INFOSYSTEMS LIMITED,,HCL-INSYS,EQ
HDB FINANCIAL SERVICES LIMITED,,HDBFS,EQ
HDFC BSE 500 ETF,,HDFCBSE500,EQ
HDFC GOLD ETF,,HDFCGOLD,EQ
HDFC MUTUAL FUND - HDFC NIFTY GROWTH SECTORS 15 ETF,,HDFCGROWTH,EQ
HDFC MUTUAL FUND - HDFC NIFTY100 LOW VOLATILITY 30 ETF,,HDFCLOWVOL,EQ
HDFC MUTUAL FUND - HDFC NIFTY MIDCAP 150 ETF,,HDFCMID150,EQ
HDFC MUTUAL FUND - HDFC NIFTY200 MOMENTUM 30 ETF,,HDFCMOMENT,EQ
HDFC MUTUAL FUND - HDFC NIFTY NEXT 50 ETF,,HDFCNEXT50,EQ
HDFC MUTUAL FUND - HDFC NIFTY 100 ETF,,HDFCNIF100,EQ
HDFC NIFTY BANK ETF,,HDFCNIFBAN,EQ
HDFC MUTUAL FUND - HDFC NIFTY IT ETF,,HDFCNIFIT,EQ
HDFC NIFTY 50 ETF,,HDFCNIFTY,EQ
HDFC MUTUAL FUND -HDFC NIFTY PSU BANK ETF,,HDFCPSUBK,EQ
HDFC MUTUAL FUND - HDFC NIFTY PRIVATE BANK ETF,,HDFCPVTBAN,EQ
HDFC MUTUAL FUND - HDFC NIFTY100 QUALITY 30 ETF,,HDFCQUAL,EQ
HDFC BSE SENSEX ETF,,HDFCSENSEX,EQ
HDFC MUTUAL FUND - HDFC SILVER ETF,,HDFCSILVER,EQ
HDFC MUTUAL FUND - HDFC NIFTY SMALLCAP 250 ETF,,HDFCSML250,EQ
HDFC MUTUAL FUND - HDFC NIFTY50 VALUE 20 ETF,,HDFCVALUE,EQ
HEADS UP VENTURES LIMITED,,HEADSUP,EQ
DSP MUTUAL FUND - DSP NIFTY HEALTHCARE ETF,,HEALTHADD,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 500 HEALTHCARE ETF,,HEALTHCARE,EQ
ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY HEALTHCARE ETF,,HEALTHIETF,EQ
HEALTH X PLATFORM LIMITED,,HEALTHX,EQ
ADITYA BIRLA SUN LIFE MF-ADITYA BIRLA SUN LIFE NIFTY HEALTHCARE ETF,,HEALTHY,EQ
HEC INFRA PROJECTS LIMITED,,HECPROJECT,EQ
HEG LIMITED,,HEG,EQ
HEIDELBERGCEMENT INDIA LIMITED,,HEIDELBERG,EQ
HEMISPHERE PROPERTIES INDIA LIMITED,,HEMIPROP,EQ
HERANBA INDUSTRIES LIMITED,,HERANBA,EQ
HERITAGE FOODS LIMITED,,HERITGFOOD,EQ
HESTER BIOSCIENCES LIMITED,,HESTERBIO,EQ
HEXAWARE TECHNOLOGIES LIMITED,,HEXT,EQ
HFCL LIMITED,,HFCL,EQ
H.G. INFRA ENGINEERING LIMITED,,HGINFRA,EQ
HANDSON GLOBAL MANAGEMENT (HGM) LIMITED,,HGM,EQ
HINDUJA GLOBAL SOLUTIONS LIMITED,,HGS,EQ
HI-GREEN CARBON LIMITED,,HIGREEN,SM
HIKAL LIMITED,,HIKAL,EQ
HIMATSINGKA SEIDE LIMITED,,HIMATSEIDE,EQ
HINDUSTAN COMPOSITES LIMITED,,HINDCOMPOS,EQ
HINDUSTAN COPPER LIMITED,,HINDCOPPER,EQ
HINDUSTAN OIL EXPLORATION COMPANY LIMITED,,HINDOILEXP,EQ
HINDWARE HOME INNOVATION LIMITED,,HINDWAREAP,EQ
HIND RECTIFIERS LIMITED,,HIRECT,EQ
HISAR METAL INDUSTRIES LIMITED,,HISARMETAL,EQ
HI-TECH PIPES LIMITED,,HITECH,EQ
HITECH CORPORATION LIMITED,,HITECHCORP,EQ
HLE GLASCOAT LIMITED,,HLEGLAS,EQ
HLV LIMITED,,HLVLTD,EQ
HINDUSTAN MEDIA VENTURES LIMITED,,HMVL,EQ
HINDUSTAN FOODS LIMITED,,HNDFDS,EQ
NIPPON INDIA ETF HANG SENG BEES,,HNGSNGBEES,EQ
HOME FIRST FINANCE COMPANY INDIA LIMITED,,HOMEFIRST,EQ
HONASA CONSUMER LIMITED,,HONASA,EQ
HONEYWELL AUTOMATION INDIA LIMITED,,HONAUT,EQ
HONDA INDIA POWER PRODUCTS LIMITED,,HONDAPOWER,EQ
HP ADHESIVES LIMITED,,HPAL,EQ
HINDPRAKASH INDUSTRIES LIMITED,,HPIL,EQ
HPL ELECTRIC & POWER LIMITED,,HPL,EQ
HSBC MUTUAL FUND - HSBC GOLD ETF,,HSBCGOLD,EQ
HIMADRI SPECIALITY CHEMICAL LIMITED,,HSCL,EQ
HT MEDIA LIMITED,,HTMEDIA,EQ
HUBTOWN LIMITED,,HUBTOWN,EQ
HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED,,HUDCO,EQ
HUHTAMAKI INDIA LIMITED,,HUHTAMAKI,EQ
HYBRID FINANCIAL SERVICES LIMITED,,HYBRIDFIN,EQ
